PROJET;EMET;PHASE;LOT;NIVEAU;ZONE;TYPE DE DOCUMENT;Numéro de document;INDICE;Libellé du document;Dernier indice;Date dépôt GED;Date de réception papier;Ajouté par;Chemin vers le fichier;Commentaire libre;Réponse commentaire libre;Date demande visaRIVAT Architectes;Retard visaRIVAT Architectes;Date visaRIVAT Architectes;VisaRIVAT Architectes;Visa prévuRIVAT Architectes;Numéro chrono visaRIVAT Architectes;Numéro interne visaRIVAT Architectes;Commentaire visaRIVAT Architectes;Réponse commentaire visaRIVAT Architectes;Date demande visaSCAU;Retard visaSCAU;Date visaSCAU;VisaSCAU;Visa prévuSCAU;Numéro chrono visaSCAU;Numéro interne visaSCAU;Commentaire visaSCAU;Réponse commentaire visaSCAU;Date demande visaJLL INGENIERIE;Retard visaJLL INGENIERIE;Date visaJLL INGENIERIE;VisaJLL INGENIERIE;Visa prévuJLL INGENIERIE;Numéro chrono visaJLL INGENIERIE;Numéro interne visaJLL INGENIERIE;Commentaire visaJLL INGENIERIE;Réponse commentaire visaJLL INGENIERIE;Date demande visaBTP Consultant;Retard visaBTP Consultant;Date visaBTP Consultant;VisaBTP Consultant;Visa prévuBTP Consultant;Numéro chrono visaBTP Consultant;Numéro interne visaBTP Consultant;Commentaire visaBTP Consultant;Réponse commentaire visaBTP Consultant;Date demande visaADVENIO ENV;Retard visaADVENIO ENV;Date visaADVENIO ENV;VisaADVENIO ENV;Visa prévuADVENIO ENV;Numéro chrono visaADVENIO ENV;Numéro interne visaADVENIO ENV;Commentaire visaADVENIO ENV;Réponse commentaire visaADVENIO ENV;Date demande visaADVENIO COM;Retard visaADVENIO COM;Date visaADVENIO COM;VisaADVENIO COM;Visa prévuADVENIO COM;Numéro chrono visaADVENIO COM;Numéro interne visaADVENIO COM;Commentaire visaADVENIO COM;Réponse commentaire visaADVENIO COM;Date demande visa42 CONSULTING;Retard visa42 CONSULTING;Date visa42 CONSULTING;Visa42 CONSULTING;Visa prévu42 CONSULTING;Numéro chrono visa42 CONSULTING;Numéro interne visa42 CONSULTING;Commentaire visa42 CONSULTING;Réponse commentaire visa42 CONSULTING;Date demande visaACOUSTB - EGIS;Retard visaACOUSTB - EGIS;Date visaACOUSTB - EGIS;VisaACOUSTB - EGIS;Visa prévuACOUSTB - EGIS;Numéro chrono visaACOUSTB - EGIS;Numéro interne visaACOUSTB - EGIS;Commentaire visaACOUSTB - EGIS;Réponse commentaire visaACOUSTB - EGIS;Date demande visaARCORA;Retard visaARCORA;Date visaARCORA;VisaARCORA;Visa prévuARCORA;Numéro chrono visaARCORA;Numéro interne visaARCORA;Commentaire visaARCORA;Réponse commentaire visaARCORA;Date demande visaJLL;Retard visaJLL;Date visaJLL;VisaJLL;Visa prévuJLL;Numéro chrono visaJLL;Numéro interne visaJLL;Commentaire visaJLL;Réponse commentaire visaJLL;Date demande visaKHEPHREN;Retard visaKHEPHREN;Date visaKHEPHREN;VisaKHEPHREN;Visa prévuKHEPHREN;Numéro chrono visaKHEPHREN;Numéro interne visaKHEPHREN;Commentaire visaKHEPHREN;Réponse commentaire visaKHEPHREN;Date demande visaLAND;Retard visaLAND;Date visaLAND;VisaLAND;Visa prévuLAND;Numéro chrono visaLAND;Numéro interne visaLAND;Commentaire visaLAND;Réponse commentaire visaLAND;Date demande visaPh. A;Retard visaPh. A;Date visaPh. A;VisaPh. A;Visa prévuPh. A;Numéro chrono visaPh. A;Numéro interne visaPh. A;Commentaire visaPh. A;Réponse commentaire visaPh. A;Date demande visaSOCOTEC;Retard visaSOCOTEC;Date visaSOCOTEC;VisaSOCOTEC;Visa prévuSOCOTEC;Numéro chrono visaSOCOTEC;Numéro interne visaSOCOTEC;Commentaire visaSOCOTEC;Réponse commentaire visaSOCOTEC;Date demande visaANTEA;Retard visaANTEA;Date visaANTEA;VisaANTEA;Visa prévuANTEA;Numéro chrono visaANTEA;Numéro interne visaANTEA;Commentaire visaANTEA;Réponse commentaire visaANTEA;Date demande visaMOVVEO;Retard visaMOVVEO;Date visaMOVVEO;VisaMOVVEO;Visa prévuMOVVEO;Numéro chrono visaMOVVEO;Numéro interne visaMOVVEO;Commentaire visaMOVVEO;Réponse commentaire visaMOVVEO;Column162;Column163;Column164;Column165;Column166
MDLF;SOL;EXE;SDR;TNX;TTZ;CLP;1010;C;Plan de calepinage sanitaires RDC compartiment B plot 2.pdf;;23/02/2024;;Clémence GORIUS;/04 - DOCUMENTS D'EXECUTION/Lot 19 - Sols durs/02 - Pieces Graphiques;;;23/02/2024;;;;08/03/2024;;;;;23/02/2024;;23/02/2024;VAO;;2382;;"Syeva ROEST :
Principe de calepinage validé.
Pouvez-vous néanmoins confirmer la hauteur sous faux plafond?
Sur le repérage des HSFP en synthèse générale, ces sanitaires ont 2.40m de HSFP";"Modibo Kane MAIGA :
La HSPF sera de 2,35m dans ce sanitaire validé en réunion MOE";;;;;;;;;;23/02/2024;;06/03/2024;FAV;;2024;;;;23/02/2024;;;;08/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SOL;EXE;SDR;TNX;TTZ;CLP;1010;B;Plan de calepinage sanitaires RDC compartiment B plot 2.pdf;;13/02/2024;;Clémence GORIUS;/04 - DOCUMENTS D'EXECUTION/Lot 19 - Sols durs/02 - Pieces Graphiques;;;13/02/2024;;;;27/02/2024;;;;;13/02/2024;;20/02/2024;VAO;;2346;;"Syeva ROEST :
Non alignement entre le revêtement du sol et le revêtement mural à rectifier dans l'une des cabines PMR. 
Aligner le joint de carrelage au sol de cette cabine à la cuvette afin d'éviter une petite découpe de carrelage. 
Voir document annoté";;;;;;;;;;;13/02/2024;;;;27/02/2024;;;;;13/02/2024;;;;27/02/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
08/02/2024
DP.r CEA -> VSO
Clémence GORIUS :";;;;
MDLF;DPR;EXE;MEX;TNX;TTZ;PPS;3;A;MDLF PPSPS KINGSPAN.pdf;DI;09/04/2024;;Javier ABAD;/04 - DOCUMENTS D'EXECUTION/LOT 00 - GENERAL/04 - PPSPS;;;09/04/2024;;;-4;23/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/04/2024;;;-4;mardi 23 avril 2024;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;MC;EXE;SER;RDC;TTZ;PLN;2041;D;Parois vitrées Matelac palier ascenseur RDC.pdf;DI;08/04/2024;;Martin ANACHE;/04 - DOCUMENTS D'EXECUTION/Lot 16 - Serrurerie - Métallerie/02 - Pieces Graphiques;;;08/04/2024;;;-4;22/04/2024;;;;;08/04/2024;;;-4;22/04/2024;;;;;;;;;;;;;;08/04/2024;;;-4;22/04/2024;;;;;08/04/2024;;;-4;22/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;MC;EXE;SER;RDC;TTZ;PLN;2041;B;Principe habillages muraux.pdf;;11/12/2023;;Clara BOUCHUT;/04 - DOCUMENTS D'EXECUTION/Lot 16 - Serrurerie - Métallerie/02 - Pieces Graphiques;;;11/12/2023;-61;23/02/2024;VAO;;2190;;"Romain MATHEY :
Voir remarques Architecte";;11/12/2023;;11/12/2023;VAO;;1980;;"David QUERE :
Ok. Ajouter le détail d'angle. 

voir ci-joint";;;;;;;;;;;11/12/2023;-17;10/01/2024;FAV;;1787;;;;11/12/2023;-45;08/02/2024;HM;;1905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;MC;EXE;SER;RDC;TTZ;PLN;2041;A;Principe habillages muraux.pdf;;10/11/2023;;Valérie ROCHER;/04 - DOCUMENTS D'EXECUTION/Lot 16 - Serrurerie - Métallerie/02 - Pieces Graphiques;;;10/11/2023;-5;29/11/2023;VAO;;1982;;"Romain MATHEY :
Voir remarques Architecte 
sous réserve validation BCT";;10/11/2023;-3;27/11/2023;VAO;;1851;;"Syeva ROEST :
Voir fiche visa";;;;;;;;;;;10/11/2023;-7;01/12/2023;SUS;;1591;;"Georgio RAHMOUCH :
Préciser localisation.";;10/11/2023;;;;24/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;TNX;TTZ;DAF;28;B;MDLF – SET – EXE – MEX – TNX – TTZ – DAF – 0028 - Vitrages isolants T2.pdf;DI;05/04/2024;;Cindy VAXELAIRE;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/03 - Fiche Technique Produit;;;12/04/2024;;;-1;26/04/2024;;;;;12/04/2024;;;-1;26/04/2024;;;;;;;;;;;;;;12/04/2024;;;-1;26/04/2024;;;;;12/04/2024;;;-1;26/04/2024;;;;;;;;;;;;;;12/04/2024;;;-1;26/04/2024;;;;;12/04/2024;;;-1;26/04/2024;;;;;12/04/2024;;;-1;26/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;TOI;TTZ;DAF;8;C;MDLF – SET – EXE – MEX – TOI – TTZ – DAF – 0008 - Vitrages isolants verrière verticale T5.pdf;DI;05/04/2024;;Cindy VAXELAIRE;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/03 - Fiche Technique Produit;;;12/04/2024;;;-1;26/04/2024;;;;;12/04/2024;;;-1;26/04/2024;;;;;;;;;;;;;;12/04/2024;;;-1;26/04/2024;;;;;12/04/2024;;;-1;26/04/2024;;;;;;;;;;;;;;12/04/2024;;;-1;26/04/2024;;;;;12/04/2024;;;-1;26/04/2024;;;;;12/04/2024;;;-1;26/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;TOI;TTZ;DAF;8;B;MDLF – SET – EXE – MEX – TOI – TTZ – DAF – 0008 - Vitrages isolants verrière verticale T5.pdf;;20/03/2024;;Cindy VAXELAIRE;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/03 - Fiche Technique Produit;;;21/03/2024;;03/04/2024;VAO;;2291;28;"Alina TRYBULSKI :
•	Sous réserve de la synthèse générale
•	Sous réserve de l'avis du BCT
•	Sous réserve des remarques architecte
•	Sous réserve des remarques Arcora
•	Sous réserve de l'avis de Advenio

•	Le carnet de plans MDLF-SET-EXE-MEX-TNX-TTZ-DET-1063- Plan Serre Type T5 comprend plusieurs types de vitrages. Cette fiche technique correspond aux vitrages V1 et V2.
Par conséquent, transmettre notes de calculs permettant de mettre en évidence la cohérence avec le marché de l’ensemble des vitrages additionnés composant la verrière sur le plan thermique, acoustique, confort lumineux, etc. A faire valider par les BE Arcora, Advenio et BCT.

•	Conformément au CCTP article 4.5.3.1 : Conformément à la demande de la DEVE, pour éviter une atteinte à la faune les vitrages devront présenter un coefficient de réflexion inférieur à 15% afin de limiter les effets miroirs. Transmettre cette valeur pour validation par les BE concernés.";"Cindy VAXELAIRE :
voir ind. C avec ajout sur les notes de calculs de la réflectance. Coefficient > à 15%";21/03/2024;;26/03/2024;VAO;;2481;;"David QUERE :
Sous réserve de validation technique RIVAT + ARCORA et bureau de contrôle";;;;;;;;;;;21/03/2024;-8;11/04/2024;FAV;;2200;;;;21/03/2024;-8;11/04/2024;VAO;;2199;;"Iris PERRUCHAUD :
selon acousticien et BET façade";;;;;;;;;;;21/03/2024;;;;04/04/2024;;;;;12/04/2024;;;;26/04/2024;;;;;21/03/2024;;;;04/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;TNX;TTZ;DAF;3;B;MDLF – SET – EXE – MEX – TNX – TTZ – DAF – 0003 - Vitrages isolants T1.pdf;DI;05/04/2024;;Cindy VAXELAIRE;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/03 - Fiche Technique Produit;;;12/04/2024;;;-1;26/04/2024;;;;;12/04/2024;;;-1;26/04/2024;;;;;;;;;;;;;;12/04/2024;;;-1;26/04/2024;;;;;12/04/2024;;;-1;26/04/2024;;;;;;;;;;;;;;12/04/2024;;;-1;26/04/2024;;;;;12/04/2024;;;-1;26/04/2024;;;;;12/04/2024;;;-1;26/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;MAR;EXE;PLB;SS2;TTZ;PLN;306;B;MAR_EXE_PLB_S2_TTZ_PLN_0307 - PLAN D'IMPLANTATION - NIVEAU S2.pdf;DI;05/04/2024;;Rozenn LEPAGE;/04 - DOCUMENTS D'EXECUTION/Lot 09 - Plomberie/02 - Pieces Graphiques/Vue en plan;;;05/04/2024;;;-7;19/04/2024;;;;;05/04/2024;;15/04/2024;VAO;;2501;;"David QUERE :
Que signifie le nuage bleu?

L'arase inférieure des réseaux ne doit pas être à moins de 2.00m.

Simplifier les virages successifs qui démultiplie les longueurs de réseaux pour acheminer à une place.";;05/04/2024;;10/04/2024;VSO;;1119;;;;05/04/2024;;05/04/2024;FAV;;2193;;;;05/04/2024;;;-7;19/04/2024;;;;;;;;;;;;;;05/04/2024;;;-7;19/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;MAR;EXE;PLB;SS2;TTZ;PLN;306;A;MAR_EXE_PLB_S2_TTZ_PLN_0307 - PLAN D'IMPLANTATION - NIVEAU S2.pdf;;02/04/2024;;Rozenn LEPAGE;/04 - DOCUMENTS D'EXECUTION/Lot 09 - Plomberie/02 - Pieces Graphiques/Vue en plan;;;02/04/2024;;;;16/04/2024;;;;;02/04/2024;;;;16/04/2024;;;;;02/04/2024;;03/04/2024;VAOB;;1103;;"Axelle VINCENT :
Mettre fond de plan avec les places 2R et 4R lisibles pour relecture implantation des buses.
Confirmer toutes les places de parking bien couvertes.
Sous réserve validation du BCT.";"MAHINTHAN MARIOFF :
Nous avons pris note de vos instructions et avons mis à jour le visa en conséquence. Le fond de plan désormais inclus les emplacements 2R et 4R, ainsi des buses ajoutée dans les zones nuageuses.
Nota, le numéro de plan sous-sol -2, c'est le ""307"".
 fr :  
MDLF_MAR_EXE_PLB_SS2_TTZ_PLN_0307-B.pdf, 
MDLF_MAR_EXE_PLB_SS2_TTZ_PLN_0307-B.zip";02/04/2024;;;;16/04/2024;;;;;02/04/2024;;;;16/04/2024;;;;;;;;;;;;;;02/04/2024;;;;16/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;LEO;EXE;CFO;TOI;TTZ;NDC;8002;B;MDLF-LEO-EXE-CFO-TOI-TTZ-NDC-8002-B-Note de calcul AC de l'installation PV.pdf;DI;02/04/2024;;Omayma BELKHIRA;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/04 - Panneaux Photovoltaïques;;;02/04/2024;;;-10;16/04/2024;;;;;02/04/2024;;05/04/2024;HM;;2491;;;;02/04/2024;;;-10;16/04/2024;;;;;02/04/2024;;04/04/2024;HM;;2175;;;;02/04/2024;;;-10;16/04/2024;;;;;;;;;;;;;;02/04/2024;;;-10;16/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02/04/2024;;;-10;16/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;TNX;TTZ;NDC;3007;O;Note de calcul T2 et T5.pdf;DI;02/04/2024;;Corinne MARTINEZ;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/01 - Pieces Ecrite;;;02/04/2024;;03/04/2024;HM;;2293;;;;02/04/2024;;05/04/2024;HM;;2493;;;;;;;;;;;;;02/04/2024;;;-10;16/04/2024;;;;;02/04/2024;;;-10;16/04/2024;;;;;;;;;;;;;;02/04/2024;;;-10;16/04/2024;;;;;;;;;;;;;;02/04/2024;;;-10;16/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SOL;EXE;SDR;TNX;TTZ;DET;1003;B;Détail du complexe du sol SPEC.pdf;DI;02/04/2024;;Didier BONNEVIE;/04 - DOCUMENTS D'EXECUTION/Lot 19 - Sols durs/02 - Pieces Graphiques;;;17/04/2024;;;4;01/05/2024;;;;;17/04/2024;;22/04/2024;HM;;2505;;;;;;;;;;;;;17/04/2024;;19/04/2024;FAV;;2234;;;;17/04/2024;;;4;01/05/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
02/04/2024
DP.r CEA -> VSO
Clémence GORIUS :";;;;
MDLF;SOL;EXE;SDR;SS1;TTZ;PLN;1013;A;MDLF-SOL-EXE-SDR-SS1-TTZ-PLN-1013-A - Plan de calepinage du local poubelle au SS1.pdf;DI;02/04/2024;;Clémence GORIUS;/04 - DOCUMENTS D'EXECUTION/Lot 19 - Sols durs/02 - Pieces Graphiques;;;02/04/2024;;;-11;16/04/2024;;;;;02/04/2024;;12/04/2024;VAO;;2496;;"Syeva ROEST :
Calepinage validé. Intégrer le siphon de sol et les pentes";;;;;;;;;;;02/04/2024;-4;19/04/2024;FAV;;2233;;;;02/04/2024;;;-11;16/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SOL;EXE;SDR;SS2;TTZ;PLN;1014;A;MDLF-SOL-EXE-SDR-SS2-TTZ-PLN-1014-A - Plan de calepinage de la circulation du SS2.pdf;DI;02/04/2024;;Clémence GORIUS;/04 - DOCUMENTS D'EXECUTION/Lot 19 - Sols durs/02 - Pieces Graphiques;;;02/04/2024;;;-11;16/04/2024;;;;;02/04/2024;;12/04/2024;VSO;;2498;;;;;;;;;;;;;02/04/2024;-4;19/04/2024;FAV;;2232;;;;02/04/2024;;;-11;16/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SOL;EXE;SDR;RDC;TTZ;PLN;1015;A;MDLF-SOL-EXE-SDR-RDC-TTZ-PLN-1015-A - Plan de calepinage de la circulation des vestiaires.pdf;DI;02/04/2024;;Clémence GORIUS;/04 - DOCUMENTS D'EXECUTION/Lot 19 - Sols durs/02 - Pieces Graphiques;;;02/04/2024;;;-11;16/04/2024;;;;;02/04/2024;;12/04/2024;VAO;;2495;;"Syeva ROEST :
Voir document annoté";;;;;;;;;;;02/04/2024;-4;19/04/2024;FAV;;2231;;;;02/04/2024;;;-11;16/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;FER;EXE;SER;RDC;TTZ;PLN;2;B;MDLF-FER-EXE-SER-RDC-TZ-PLN-0002-A barrière levante.pdf;DI;28/03/2024;;Clémence GORIUS;/04 - DOCUMENTS D'EXECUTION/Lot 16 - Serrurerie - Métallerie/02 - Pieces Graphiques;;;28/03/2024;;;-15;11/04/2024;;;;;28/03/2024;;02/04/2024;VAO;;2489;;"Syeva ROEST :
RAL fût et capot 7016
Nota : mettre à jour la position des lecteurs de badges et interphones";;;;;;;;;;;28/03/2024;;;-15;11/04/2024;;;;;28/03/2024;;10/04/2024;HM;;2103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;FER;EXE;SER;RDC;TTZ;PLN;2;A;MDLF-FER-EXE-SER-RDC-TZ-PLN-0002-A barrière levante.pdf;;06/03/2024;;Clémence GORIUS;/04 - DOCUMENTS D'EXECUTION/Lot 16 - Serrurerie - Métallerie/02 - Pieces Graphiques;;;06/03/2024;;;;20/03/2024;;;;;06/03/2024;;15/03/2024;VAO;;2455;;"David QUERE :
Voir visa ci-joint. 

RAL à respecter 7016, à valider par le MOA car modèle différent de la référence validée par JLL et DTZi";;;;;;;;;;;06/03/2024;;12/03/2024;FAV;;2117;;;;06/03/2024;;;;20/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;RCGC;EXE;PLB;TNX;TTZ;RSX;125;L;.pdf;DI;25/03/2024;;Dilson ALMEIDA;/04 - DOCUMENTS D'EXECUTION/Lot 09 - Plomberie/02 - Pieces Graphiques/Vue en plan;;;27/03/2024;;;-17;10/04/2024;;;;;27/03/2024;;02/04/2024;VAO;;2488;;"Syeva ROEST :
Plan R01:
Est-ce possible de déplacer les naissances d'EP de la terrasse vers une des zones végétalisées? Si impossible, prévoir les naissances à ras du niveau fini de la terrasse.
Faire passer le réseau pour robinet de puisage de la terrasse R+1 sous les dalles gravillonnées

Voir document annoté";;27/03/2024;;;-17;10/04/2024;;;;;27/03/2024;;;-17;10/04/2024;;;;;27/03/2024;-1;11/04/2024;VSO;;2111;;;;;;;;;;;;;27/03/2024;;;-17;10/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;BRA;EXE;MIN;TNX;TTZ;DOC;9002;B;MDLF-BRA-EXE-MIN-TNX-TTZ-DOC-9002-A-Organigramme portes.pdf;DI;21/03/2024;;Valérie ROCHER;/04 - DOCUMENTS D'EXECUTION/Lot 15 - Menuiseries Int./01 - Pieces Ecrite;;;21/03/2024;;;-23;04/04/2024;;;;;21/03/2024;;02/04/2024;VAO;;2490;;"Syeva ROEST :
Sous réserve de validation du bureau de contrôle";;;;;;;;;;;21/03/2024;;;-23;04/04/2024;;;;;21/03/2024;-7;10/04/2024;HM;;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;BRA;EXE;MIN;TNX;TTZ;DOC;9002;A;MDLF-BRA-EXE-MIN-TNX-TTZ-DOC-9002-A-Organigramme portes.pdf;;06/02/2024;;Modibo Kane MAIGA;/04 - DOCUMENTS D'EXECUTION/Lot 15 - Menuiseries Int./01 - Pieces Ecrite;;;06/02/2024;;;;20/02/2024;;;;;06/02/2024;;06/02/2024;VAO;;2334;;"Syeva ROEST :
Sous réserve de l'avis du bureau de contrôle
Voir document annoté";;07/02/2024;;07/02/2024;PI;;;;;;06/02/2024;;;;20/02/2024;;;;;06/02/2024;;;;20/02/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;RDC;TTZ;DAF;45;D;MDLF – SET – EXE – MEX – RDC – TTZ – DAF – 0045 - Porte coulissante intérieure.pdf;DI;20/03/2024;;Cindy VAXELAIRE;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/03 - Fiche Technique Produit;;;21/03/2024;;03/04/2024;VAOB;;2289;28;"Alina TRYBULSKI :
•	Fiche refusée, suivant annotation de Dumez sur la GED : Notes des calculs thermiques et acoustiques sont erronées. à supprimer. Ind. C validé par Dumez.

Commentaires sur indice C; VAOB:
•	Sous réserve de la synthèse générale
•	Sous réserve de l'avis du BCT
•	Sous réserve des remarques architecte
•	Sous réserve des remarques Arcora
•	Sous réserve de l'avis de Advenio

•	Le remplissage verrier décrit dans cette fiche n’est pas le même que celui dessiné sur plan dernier indice du hall : MDLF-SET-EXE-MEX-RDC-TTZ-PLN-1113-F
•	Transmettre documents cohérents après validation des notes de calculs de l’ensemble du sas par les BE responsables.";;21/03/2024;;29/03/2024;VAO;;2485;;"Syeva ROEST :
Sous réserve de validation ARCORA
Attention, les propriétés du remplissage verrier ne sont pas cohérentes entre cette DAF et le dernier indice EXE du sas";;;;;;;;;;;21/03/2024;-8;11/04/2024;FAV;;2199;;;;21/03/2024;-7;10/04/2024;HM;;2104;;;;;;;;;;;;;21/03/2024;;;-23;04/04/2024;;;;;;;;;;;;;;21/03/2024;;;-23;04/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;RDC;TTZ;DAF;45;C;MDLF – SET – EXE – MEX – RDC – TTZ – DAF – 0045 - Porte coulissante intérieure.pdf;;13/03/2024;;Cindy VAXELAIRE;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/03 - Fiche Technique Produit;;;15/03/2024;;;;29/03/2024;;;;;15/03/2024;;;;29/03/2024;;;;;;;;;;;;;;15/03/2024;;;;29/03/2024;;;;;15/03/2024;;;;29/03/2024;;;;;;;;;;;;;;15/03/2024;;;;29/03/2024;;;;;;;;;;;;;;15/03/2024;;;;29/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
