PROJET;EMET;PHASE;LOT;ZONE;TYPE DE DOCUMENT;Numéro;INDICE;Libellé du document;Dernier indice;Date dépôt GED;Date de réception papier;Ajouté par;Chemin vers le fichier;Date demande visaMOEXE;Retard visaMOEXE;Date visaMOEXE;VisaMOEXE;Visa prévuMOEXE;Numéro chrono visaMOEXE;Numéro interne visaMOEXE;Commentaire visaMOEXE;Réponse commentaire visaMOEXE;Date demande visaMOE ENV;Retard visaMOE ENV;Date visaMOE ENV;VisaMOE ENV;Visa prévuMOE ENV;Numéro chrono visaMOE ENV;Numéro interne visaMOE ENV;Commentaire visaMOE ENV;Réponse commentaire visaMOE ENV;Date demande visaCOST MANAGER;Retard visaCOST MANAGER;Date visaCOST MANAGER;VisaCOST MANAGER;Visa prévuCOST MANAGER;Numéro chrono visaCOST MANAGER;Numéro interne visaCOST MANAGER;Commentaire visaCOST MANAGER;Réponse commentaire visaCOST MANAGER;Date demande visaMOE CET;Retard visaMOE CET;Date visaMOE CET;VisaMOE CET;Visa prévuMOE CET;Numéro chrono visaMOE CET;Numéro interne visaMOE CET;Commentaire visaMOE CET;Réponse commentaire visaMOE CET;Date demande visaMOE ACOUSTICIEN;Retard visaMOE ACOUSTICIEN;Date visaMOE ACOUSTICIEN;VisaMOE ACOUSTICIEN;Visa prévuMOE ACOUSTICIEN;Numéro chrono visaMOE ACOUSTICIEN;Numéro interne visaMOE ACOUSTICIEN;Commentaire visaMOE ACOUSTICIEN;Réponse commentaire visaMOE ACOUSTICIEN;Date demande visaMOE CUISINE;Retard visaMOE CUISINE;Date visaMOE CUISINE;VisaMOE CUISINE;Visa prévuMOE CUISINE;Numéro chrono visaMOE CUISINE;Numéro interne visaMOE CUISINE;Commentaire visaMOE CUISINE;Réponse commentaire visaMOE CUISINE;Date demande visaMOE AV;Retard visaMOE AV;Date visaMOE AV;VisaMOE AV;Visa prévuMOE AV;Numéro chrono visaMOE AV;Numéro interne visaMOE AV;Commentaire visaMOE AV;Réponse commentaire visaMOE AV;Date demande visaMOE IoT / BOS;Retard visaMOE IoT / BOS;Date visaMOE IoT / BOS;VisaMOE IoT / BOS;Visa prévuMOE IoT / BOS;Numéro chrono visaMOE IoT / BOS;Numéro interne visaMOE IoT / BOS;Commentaire visaMOE IoT / BOS;Réponse commentaire visaMOE IoT / BOS;Date demande visaCoordinateur SSI;Retard visaCoordinateur SSI;Date visaCoordinateur SSI;VisaCoordinateur SSI;Visa prévuCoordinateur SSI;Numéro chrono visaCoordinateur SSI;Numéro interne visaCoordinateur SSI;Commentaire visaCoordinateur SSI;Réponse commentaire visaCoordinateur SSI;Date demande visaPréventionniste;Retard visaPréventionniste;Date visaPréventionniste;VisaPréventionniste;Visa prévuPréventionniste;Numéro chrono visaPréventionniste;Numéro interne visaPréventionniste;Commentaire visaPréventionniste;Réponse commentaire visaPréventionniste;Date demande visaBureau de contrôle;Retard visaBureau de contrôle;Date visaBureau de contrôle;VisaBureau de contrôle;Visa prévuBureau de contrôle;Numéro chrono visaBureau de contrôle;Numéro interne visaBureau de contrôle;Commentaire visaBureau de contrôle;Réponse commentaire visaBureau de contrôle;Date demande visaCoordinateur SPS;Retard visaCoordinateur SPS;Date visaCoordinateur SPS;VisaCoordinateur SPS;Visa prévuCoordinateur SPS;Numéro chrono visaCoordinateur SPS;Numéro interne visaCoordinateur SPS;Commentaire visaCoordinateur SPS;Réponse commentaire visaCoordinateur SPS;Date demande visaMOE ECLAIRAGE;Retard visaMOE ECLAIRAGE;Date visaMOE ECLAIRAGE;VisaMOE ECLAIRAGE;Visa prévuMOE ECLAIRAGE;Numéro chrono visaMOE ECLAIRAGE;Numéro interne visaMOE ECLAIRAGE;Commentaire visaMOE ECLAIRAGE;Réponse commentaire visaMOE ECLAIRAGE;Date demande visaMOE PAYSAGISTE;Retard visaMOE PAYSAGISTE;Date visaMOE PAYSAGISTE;VisaMOE PAYSAGISTE;Visa prévuMOE PAYSAGISTE;Numéro chrono visaMOE PAYSAGISTE;Numéro interne visaMOE PAYSAGISTE;Commentaire visaMOE PAYSAGISTE;Réponse commentaire visaMOE PAYSAGISTE;Date demande visaMOE SECURITY-IT;Retard visaMOE SECURITY-IT;Date visaMOE SECURITY-IT;VisaMOE SECURITY-IT;Visa prévuMOE SECURITY-IT;Numéro chrono visaMOE SECURITY-IT;Numéro interne visaMOE SECURITY-IT;Commentaire visaMOE SECURITY-IT;Réponse commentaire visaMOE SECURITY-IT;Date demande visaARCHI;Retard visaARCHI;Date visaARCHI;VisaARCHI;Visa prévuARCHI;Numéro chrono visaARCHI;Numéro interne visaARCHI;Commentaire visaARCHI;Réponse commentaire visaARCHI;Date demande visaCOMMISSIONING;Retard visaCOMMISSIONING;Date visaCOMMISSIONING;VisaCOMMISSIONING;Visa prévuCOMMISSIONING;Numéro chrono visaCOMMISSIONING;Numéro interne visaCOMMISSIONING;Commentaire visaCOMMISSIONING;Réponse commentaire visaCOMMISSIONING;Date demande visaMOE CVC/PLB;Retard visaMOE CVC/PLB;Date visaMOE CVC/PLB;VisaMOE CVC/PLB;Visa prévuMOE CVC/PLB;Numéro chrono visaMOE CVC/PLB;Numéro interne visaMOE CVC/PLB;Commentaire visaMOE CVC/PLB;Réponse commentaire visaMOE CVC/PLB;Date demande visaMOE CFO/CFA/GTB;Retard visaMOE CFO/CFA/GTB;Date visaMOE CFO/CFA/GTB;VisaMOE CFO/CFA/GTB;Visa prévuMOE CFO/CFA/GTB;Numéro chrono visaMOE CFO/CFA/GTB;Numéro interne visaMOE CFO/CFA/GTB;Commentaire visaMOE CFO/CFA/GTB;Réponse commentaire visaMOE CFO/CFA/GTB;Date demande visaMOA;Retard visaMOA;Date visaMOA;VisaMOA;Visa prévuMOA;Numéro chrono visaMOA;Numéro interne visaMOA;Commentaire visaMOA;Réponse commentaire visaMOA;Column195;Column196;Column197;Column198;Column199;Column200;Column201;Column202;Column203;Column204;Column205;Column206
LED;INT;EXE;AGE;TNZ;PLN;2001;B;LED-INT-EXE-AGE-TNZ-PLN-2001-B - Habillage ascenseur.pdf;;26/02/2024;;David MARIN;/402 - AMENAGEMENTS/PLANS - DETAILS - INTERNA;26/02/2024;;;;04/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/02/2024;;;;04/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/02/2024;;01/03/2024;VAO;;2125;;"Mathilde THALOUARN :
VAO :
- Voir observations ci-jointes.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;INT;EXE;AGE;TNZ;PLN;2001;A;LED-INT-EXE-AGE-TNZ-PLN-2001-A - Habillage ascenseur.pdf;;16/02/2024;;Ana Maria QUINTERO;/402 - AMENAGEMENTS/PLANS - DETAILS - INTERNA;19/02/2024;;;;26/02/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/02/2024;;;;26/02/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/02/2024;;23/02/2024;REF;;2122;;"Mathilde THALOUARN :
REF:
Voir observations ci-jointes.";"David MARIN :
Retour visa en PJ.
 fr :  
Retour DUMEZ visa habillage ascenseur ind A.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;INT;EXE;AGE;TNZ;PLN;2001;0;LED-INT-EXE-AGE-TNX-PLN-2001-0 -  Détail Habillage ascenseur.pdf;;31/01/2024;;David MARIN;/402 - AMENAGEMENTS/PLANS - DETAILS - INTERNA;31/01/2024;;;;07/02/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/01/2024;;;;07/02/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02/02/2024;REF;;2083;;"Mathilde THALOUARN :
Annule et remplace :
Voir observations c-i-jointes";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"EXE
31/01/2024
ARCHI -> VAO
Mathilde THALOUARN :
VAO :
- Voir observations ci-jointes.";;;;;;;;;;;
LED;WXS;EXE;IOT;TNZ;RSX;8001;B;LED-WXS-EXE-IOT-TNZ-RSX-8001-B - Schéma d'architecture technique.pdf;DI;17/04/2024;;Sarah NGUYENVAN;/305 - IoT/NDC / SCHEMAS / SYNOPTIQUES;17/04/2024;;;-2;24/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/04/2024;;;-2;24/04/2024;;;;;;;;;;;;;;;;;;;;;;;17/04/2024;;;-2;24/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/04/2024;;;-2;24/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;WXS;EXE;IOT;TNZ;RSX;8001;A;LED-WXS-EXE-IOT-TNZ-RSX-8001-A - Schéma d'architecture technique.pdf;;21/07/2023;;Eric FILIPPI;/305 - IoT/NDC / SCHEMAS / SYNOPTIQUES;21/07/2023;-19;16/08/2023;VAO;;883;;"Polycarpe ANANI :
prendre en compte avis JLL pour complement d'etude à communiquer";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/07/2023;-6;03/08/2023;VAO;;32;;"Camille TAFANI :
Liaisons inter switchs à supprimer
Liaison entre le switch et l'IDF à représenter";"Julien Guillemot :
Si nous supprimons cette liaison, nous serons dans l'obligation de rajouter un hub (qui permet aux capteurs filaires de remonter leurs données sur notre plateforme) par switch.";;;;;;;;;;;;;;;;;;;21/07/2023;-53;19/09/2023;F;;505;;"Visa SOCOTEC :
Emetteur : Gilles LE NY
Date : 2023-07-21T14:34:27+00:00
Avis : Favorable
Commentaire : 
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/07/2023;-19;16/08/2023;VAO;;244;;"Yacine ALLAB :
1-Sous réserve validations définitives des analyses fonctionnelles IOT et BOS
2-Détailler l'ensemble des équipements et capteurs, avec nomenclature projet 
3-Diffusion un schéma complet incluant les équipements IOT et BIS, y compris les  connexions avec les équipements existant bailleur 
4-Pour les IOT, indiquer le nombre de capteurs prévu pour chaque hub
5-Le nombre de capteurs ne correspond pas à ce qui est prévu en conception/ marché. Y a t il des optimisations en cours ?
6-Fournir avec le schéma un pièce à pièce qui récapitule le nombre et le type d'IOT par pièce + couche intermédiaire hard correspondante (switch, antenne, etc)";"Julien Guillemot :
1-Sous réserve validations définitives des analyses fonctionnelles IOT et BOS
2-Détailler l'ensemble des équipements et capteurs, avec nomenclature projet => Nous n'avons pas compris la question
3-Diffusion un schéma complet incluant les équipements IOT et BIS, y compris les connexions avec les équipements existant bailleur => Le schéma incluant équipement IOT et BOS est déjà disponible il s'agit du document 8000. Nous ne fournirons pas de schéma avec les équipements existants bailleurs qui n'interagissent pas avec notre solution. 
4-Pour les IOT, indiquer le nombre de capteurs prévu pour chaque hub => Un hub pour l'ensemble des capteurs de flux, comme déjà représenté sur ce schéma. 
5-Le nombre de capteurs ne correspond pas à ce qui est prévu en conception/ marché. Y a t il des optimisations en cours ? => Le nombre de capteurs correspond en effet à une optimisation proposée à JLL.
6-Fournir avec le schéma un pièce à pièce qui récapitule le nombre et le type d'IOT par pièce + couche intermédiaire hard correspondante (switch, antenne, etc) => Ce détail sera disponible via le référentiel ou document MSI. Ce n'est pas le but de ce schéma d'architecture technique.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;WXS;EXE;IOT;TNZ;RSX;8001;0;WXS-305-SCHEMA D'ARCHITECTURE TECHNIQUE.pdf;;07/07/2023;;Julien Guillemot;/305 - IoT/NDC / SCHEMAS / SYNOPTIQUES;10/07/2023;;;;17/07/2023;;;;;10/07/2023;;;;17/07/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10/07/2023;;;;17/07/2023;;;;;;;;;;;;;;;;;;;;;;;10/07/2023;;;;17/07/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10/07/2023;;;;17/07/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;WXS;EXE;IOT;TNZ;ANF;9011;B;LED-WXS-EXE-IOT-TNZ-ANF-9011-B - Analyse fonctionnelle plateformes IOT.pdf;DI;17/04/2024;;Julien Guillemot;/305 - IoT/NDC / SCHEMAS / SYNOPTIQUES;17/04/2024;;;-2;24/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/04/2024;;;-2;24/04/2024;;;;;;;;;;;;;;;;;;;;;;;17/04/2024;;;-2;24/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/04/2024;;;-2;24/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;WXS;EXE;IOT;TNZ;ANF;9011;A;LED-WXS-EXE-IOT-TNZ-ANF-9011-A - Analyse fonctionnelle plateformes IOT.pdf;;22/03/2024;;Julien Guillemot;/305 - IoT/NDC / SCHEMAS / SYNOPTIQUES;25/03/2024;;;;01/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25/03/2024;;;;01/04/2024;;;;;;;;;;;;;;;;;;;;;;;25/03/2024;;;;01/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25/03/2024;;;;01/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;WXS;EXE;IOT;TNZ;SCH;8000;B;LED-WXS-EXE-IOT-TNZ-RSX-8000-B - Schéma d'architecture logique.pdf;DI;17/04/2024;;Julien Guillemot;/305 - IoT/NDC / SCHEMAS / SYNOPTIQUES;17/04/2024;;;-2;24/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/04/2024;;;-2;24/04/2024;;;;;;;;;;;;;;;;;;;;;;;17/04/2024;;;-2;24/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/04/2024;;;-2;24/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;WXS;EXE;IOT;TNZ;SCH;8000;A;LED-WXS-EXE-IOT-TNZ-RSX-8000-A - Schéma d'architecture logique.pdf;;17/07/2023;;Julien Guillemot;/305 - IoT/NDC / SCHEMAS / SYNOPTIQUES;17/07/2023;-14;06/08/2023;VAO;;776;;"Polycarpe ANANI :
prendre en compte avis JLL";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/07/2023;-10;03/08/2023;VAO;;37;;"Camille TAFANI :
Expliquer la différence entre les capteurs violets et bleus foncés
Ajouter une légende
Ok pour le passage au Sigfox si cela ne dégrade pas les besoins LEDGER exprimés dans le cahier des charges";;;;;;;;;;;;;;;;;;;;17/07/2023;-57;19/09/2023;F;;600;;"Visa SOCOTEC :
Emetteur : Gilles LE NY
Date : 2023-07-17T17:03:57+00:00
Avis : Favorable
Commentaire : 
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/07/2023;-23;16/08/2023;VAO;;245;;"Yacine ALLAB :
1-Sous réserve validation définitive schéma global BOS/IOT
2-Sous réserve validation définitive  analyses fonctionnelles IOT et BOS
3-Justifier la variante en sigfox (LoraWAN prévu au marché)
4-Ajouter légende précise pour équipements et flux avec détail (protocoles/connexions + hard) des nœuds de données principaux";"Julien Guillemot :
1-Sous réserve validation définitive schéma global BOS/IOT => Validé par mail par Vinci/JLL
2-Sous réserve validation définitive analyses fonctionnelles IOT et BOS => Validé par mail par Vinci/JLL
3-Justifier la variante en sigfox (LoraWAN prévu au marché) => Facilité de fonctionnement en Sigfox pour remonter la donnée sur notre plateforme et le BOS.
4-Ajouter légende précise pour équipements et flux avec détail (protocoles/connexions + hard) des nœuds de données principaux => Information précisé en 8001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;WXS;EXE;IOT;TNZ;SCH;8000;0;LED-WXS-EXE-IOT-TNZ-SCH-8000-0 - schéma architecture logique.pdf;;06/07/2023;;Eric FILIPPI;/305 - IoT/NDC / SCHEMAS / SYNOPTIQUES;06/07/2023;;;;13/07/2023;;;;;06/07/2023;;;;13/07/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/07/2023;;;;13/07/2023;;;;;;;;;;;;;;;;;;;;;;;06/07/2023;;;;13/07/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/07/2023;;;;13/07/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;DUR;EXE;AGE;R2;DET;225;A;LED-DUR-EXE-AGE-R2-DET-0225-A - BANQUETTE TYPE A HUDDLE 4P.pdf;DI;16/04/2024;;Clotaire BRASSARD;/402 - AMENAGEMENTS/PLANS - DETAILS - DURIEZ;16/04/2024;;;-3;23/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/04/2024;;;-3;23/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/04/2024;;;-3;23/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;DUR;EXE;AGE;R2;DET;225;0;LED-DUR-EXE-AGE-R2-DET-0225-0 - BANQUETTE TYPE A HUDDLE 4P.pdf;;26/07/2023;;Clotaire BRASSARD;/402 - AMENAGEMENTS/PLANS - DETAILS - DURIEZ;27/07/2023;-59;30/09/2023;REF;;1287;;"Polycarpe ANANI :
prendre en compte avis architecte. trop d'observation à reprendre";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27/07/2023;;03/08/2023;F;;328;;"Visa SOCOTEC :
Emetteur : Gilles LE NY
Date : 2023-07-27T07:57:11+00:00
Avis : Favorable
Commentaire : 
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27/07/2023;-18;21/08/2023;REF;;934;;;"Sarah NGUYENVAN :
Cf. retour ci-joint.
 fr :  
LED-DUR-EXE-AGE-R2-DET-0225-0 - BANQUETTE TYPE A HUDDLE 4P (Visa STUDIOS - Retour DZ).pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;DUR;EXE;AGE;R5;DET;541;0;LED-DUR-EXE-AGE-R5-DET-0541-0 - ETAGERES STOCKAGE R5.pdf;DI;16/04/2024;;Clotaire BRASSARD;/402 - AMENAGEMENTS/PLANS - DETAILS - DURIEZ;16/04/2024;;;-3;23/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/04/2024;;;-3;23/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/04/2024;-1;24/04/2024;VAO;;2263;;"Mathilde THALOUARN :
VAO :
Voir observations ci-jointes";"Clotaire BRASSARD :
Nous ne pouvons enlever les poteaux de renforts , au vu du poids et des objets que vous mettrez dessus, les contraintes sont trop importantes";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;BRA;EXE;MIN;R5;PLN;9;E;LED-BRA-EXE-MIN-R5-PLN-0009-E - Meuble sous vasque.pdf;DI;15/04/2024;;Antonio TEIXEIRA;/402 - MENUISERIE INTERIEURE/PLANS & DETAILS BRARD;15/04/2024;;;-4;22/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/04/2024;;17/04/2024;VAO;;2260;;"Mathilde THALOUARN :
VAO :
Voir observations ci-jointes.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;BRA;EXE;MIN;R5;PLN;9;D;LED-BRA-EXE-MIN-R5-PLN-0009-D - Meuble sous vasque.pdf;;03/04/2024;;Antonio TEIXEIRA;/402 - MENUISERIE INTERIEURE/PLANS & DETAILS BRARD;03/04/2024;;;;10/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2024;;04/04/2024;REF;;2182;;"Mathilde THALOUARN :
REF :
Voir observations ci-jointes.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;TOP;EXE;CVC;TNZ;MET;22;A;LED-TOP-EXE-CVC-TNZ-MET-0022-A - Autocontrôle étanchéité des gaines.pdf;DI;15/04/2024;;Idriss Seghir;/303 - CVC/RAPPORT D'ESSAI;17/04/2024;;;-3;24/04/2024;;;;;17/04/2024;;;-3;24/04/2024;;;;;;;;;;;;;;17/04/2024;;;-3;24/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/04/2024;;;-3;24/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/04/2024;;;-3;24/04/2024;;;;;17/04/2024;;;-3;24/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;ALS;EXE;CLV;TNZ;PLN;3;A;LED-ALS-EXE-CLV-TNZ-PLN-0003-A - Support écran.pdf;DI;12/04/2024;;Nicolas LEFEVRE;/402 - CLOISONS VITREES/PLANS & DETAILS ALSEA;12/04/2024;;;-7;19/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12/04/2024;;;-7;19/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12/04/2024;-4;23/04/2024;VSO;;2261;;;;;;;;;;;;;;;;;;;;;;12/04/2024;;;-7;19/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;
LED;MES;EXE;MIN;TNZ;DAS;22;0;LED-MES-EXE-MIN-TNZ-DAS-0022-0 - DAS 2e rang METAL MONTAGE (MES).pdf;DI;11/04/2024;;Laura DASINI;/00 - CSPS - VIC - AGREMENT - PPSPS/01 - DEMANDES D'AGREMENTS/402 - MENUISERIE INTERIEURE;11/04/2024;;;-8;18/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11/04/2024;;11/04/2024;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11/04/2024;;16/04/2024;VSO;;190;;;;;;;;;;;;;;;
LED;PKG;EXE;MIN;TNZ;PLN;16;A;LED-PKG-EXE-MIN-TNZ-PLN-0016-A - Plan de principe Habillages sanitaires.pdf;DI;09/04/2024;;Nicolas LEFEVRE;/402 - MENUISERIE INTERIEURE/PLANS & DETAILS PKG;09/04/2024;;;-10;16/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/04/2024;;10/04/2024;VAO;;2258;;"Mathilde THALOUARN :
VAO :
Voir observations ci-jointes";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;PKG;EXE;MIN;TNZ;PLN;16;0;LED-PKG-EXE-MIN-TNZ-PLN-0016-0 - Plan de principe Habillages sanitaires.pdf;;03/04/2024;;Nicolas LEFEVRE;/402 - MENUISERIE INTERIEURE/PLANS & DETAILS PKG;03/04/2024;;;;10/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2024;;04/04/2024;VAO;;2184;;"Mathilde THALOUARN :
VAO :
Voir observations ci-jointes.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;PKG;EXE;MIN;TNZ;PLN;17;A;LED-PKG-EXE-MIN-TNZ-PLN-0017-A - Plan de principe Habillages RDC.pdf;DI;09/04/2024;;Nicolas LEFEVRE;/402 - MENUISERIE INTERIEURE/PLANS & DETAILS PKG;09/04/2024;;;-10;16/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/04/2024;;10/04/2024;VAO;;2257;;"Mathilde THALOUARN :
VAO :
Voir observations ci-jointes";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;PKG;EXE;MIN;TNZ;PLN;17;0;LED-PKG-EXE-MIN-TNZ-PLN-0017-0 - Plan de principe Habillages RDC.pdf;;03/04/2024;;Nicolas LEFEVRE;/402 - MENUISERIE INTERIEURE/PLANS & DETAILS PKG;03/04/2024;;;;10/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/04/2024;;04/04/2024;VAO;;2183;;"Mathilde THALOUARN :
VAO :
Voir observations ci-jointes";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
