Date dépôt GED;LOT;desc_lot;ZONE;NIVEAU;TYPE DE DOCUMENT;Categ_Docs;INDICE;Libellé du document;Dernier indice;Nombre  d'indice;Durée _versi_type_doc
05/10/2023;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;BP-DAS-EI60-1VTL-VV-GRL200-BOIS-SUPER (Sans montants) Bloc porte DAS 1 vantail.pdf;DI;;
02/10/2023;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;B;Poignée de tirage.pdf;DI;;
20/09/2023;7;Serrurerie - Métallerie;TZN;TNX;PLN;docs graphiques;A;2.5.3  MAINS COURANTES PREHENSIBLES EXTERIEURES DE L’ESCALIER A L’AIR LIBRE.pdf;DI;;
20/09/2023;7;Serrurerie - Métallerie;TZN;TNX;PLN;docs graphiques;A;2.9.19  DISPOSITIF DE PREVENTION DES RISQUES DE CHOCS POUR LES PERSONNES AVEUGLES OU MALVOYANTES.pdf;DI;;
20/09/2023;7;Serrurerie - Métallerie;TZN;TNX;PLN;docs graphiques;A;2.5.2.1  MAINS COURANTES PREHENSIBLES INTERIEURES DES CAGES D’ESCALIERS ENCLOISONNES EN   SUPERSTRUCTURE.pdf;DI;;
02/03/2023;10;Faux-planchers;TZN;TNX;DAF;docs écris;A;PEINTURE ANTIPOUSSIERE.pdf;;;
11/09/2023;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;Crochets porte-manteaux France Equipement.pdf;DI;;
08/09/2023;10;Faux-planchers;TZN;TNX;DAF;docs écris;A;PLANCHER TECHNIQUE PERFORÉ GIM-PF.pdf;DI;;
02/03/2023;10;Faux-planchers;TZN;TNX;DAF;docs écris;A;TRESSE CUIVRE.pdf;;;
02/03/2023;10;Faux-planchers;TZN;TNX;DAF;docs écris;A;BARRIERE DE RECOUPEMENT EN PLANCHER TECHNIQUE.pdf;;;
04/09/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;DAF;docs écris;B;CALORIFUGE.pdf;DI;;
31/08/2023;11;Revêtements de sols et murs durs;TZN;TNX;DAF;docs écris;B;SYSTÈME ACOUSTIQUE SIPLAST SOUKARO CONFORT (sous grès).pdf;DI;;
27/07/2023;13;Peinture;TZN;TNX;DAF;docs écris;B;PEINTURE COUCHE DE FINITION EPOXY DURALEX PEINTURES BI.O.SOL (sols).pdf;DI;;
21/07/2023;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;Butoir de sol.pdf;DI;;
17/07/2023;15;Plomberie;TZN;TNX;DAF;docs écris;A;Coupe-feu tuyauterie plastique.pdf;DI;;
26/05/2023;13;Peinture;TZN;TNX;DET;docs graphiques;A;CARNET DE DETAILS PEINTURE DE SOL.pdf;DI;;
26/05/2023;11;Revêtements de sols et murs durs;TZN;R+5;PLN;docs graphiques;A;CARNET DE DETAILS DU REVETEMENTS DE SOL COULE.pdf;DI;;
25/05/2023;9;Faux-plafonds;TZN;TNX;DAF;docs écris;A;ACOUSTIMASS.pdf;DI;;
25/05/2023;9;Faux-plafonds;TZN;TNX;DAF;docs écris;A;PROFIL OMEGA JOINT CREU 50 mm.pdf;DI;;
23/05/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;DAF;docs écris;A;ROBINETTERIE.pdf;DI;;
23/05/2023;9;Faux-plafonds;TZN;TNX;DAF;docs écris;B;FAUX PLAFOND EN DALLES DE FIBRES MINERALES THERMATEX® ? HD35.pdf;DI;;
23/05/2023;9;Faux-plafonds;TZN;TNX;DAF;docs écris;B;RECOUPEMENTS COUPE-FEU DES PLENUMS DES PLAFONDS SUSPENDUS.pdf;DI;;
23/05/2023;9;Faux-plafonds;TZN;TNX;DAF;docs écris;B;FAUX PLAFONDS EN BACS METALLIQUES AUTOPORTANTS DES CIRCULATIONS DES COMPARTIMENTS PLATEAUX BUREAUX.pdf;DI;;
23/05/2023;9;Faux-plafonds;TZN;TNX;DAF;docs écris;B;"FAUX PLAFOND EN PLAQUES DE PLATRE ""FP02"".pdf";DI;;
10/05/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;DAF;docs écris;A;VENTILO-CONVECTEURS.pdf;DI;;
26/04/2023;15;Plomberie;TZN;TNX;DAF;docs écris;A;Tubes et raccords PVC Evacuation.pdf;DI;;
20/04/2023;15;Plomberie;TZN;TNX;DAF;docs écris;A;Tubes et raccords PVC Pression.pdf;DI;;
20/04/2023;15;Plomberie;TZN;TNX;DAF;docs écris;A;Tubes et raccords Multicouche.pdf;DI;;
12/04/2023;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;Ferme porte hydraulique sur bloc porte à 1 vantail EXS 410 ou EXS 510 (huisserie métallique).pdf;DI;;
05/04/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;DAF;docs écris;A;DIFFUSEURS SOUFFLAGE REPRISE BUREAUX.pdf;DI;;
03/04/2023;13;Peinture;TZN;TNX;DAF;docs écris;A;PEINTURE FINITION FREITAG FREITALAQUE COLOR.pdf;DI;;
28/03/2023;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;Plinthes 10 mm.pdf;DI;;
28/03/2023;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;Barre Anti-Panique (B.A.P) serrure verticale 891100.pdf;DI;;
24/03/2023;9;Faux-plafonds;TZN;TNX;DAF;docs écris;A;PROFIL OMEGA JOINT CREU 80 mm.pdf;DI;;
22/03/2023;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;Serrure d'urgence et de sureté à sortie libre D 459 XBR URG.pdf;DI;;
22/03/2023;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;10.pdf;DI;;
22/03/2023;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;Cylindre profilé simple à panneton indexable 51101.pdf;DI;;
22/03/2023;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;Crémone pompier réversible à béquille rotative 742 CFPF.pdf;DI;;
20/03/2023;13;Peinture;TZN;TNX;DAF;docs écris;A;PEINTURE PROTECTIONS ONDES DURALUX DXELECTRO SATIN.pdf;DI;;
20/03/2023;13;Peinture;TZN;TNX;DAF;docs écris;A;BANDES PODOTACTILES TACTI France TACTIADHESIVE.pdf;DI;;
17/03/2023;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;Rosace double borgne EXS.1.30.19G.pdf;DI;;
16/03/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;DAF;docs écris;A;GRILLES D'EXTRACTION PLAFONNIERES.pdf;DI;;
14/03/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;DAF;docs écris;A;GAINE COUPE-FEU.pdf;DI;;
07/03/2023;9;Faux-plafonds;TZN;TNX;DAF;docs écris;A;FAUX PLAFOND EN PLAQUE DE PLATRE RIGITONE.pdf;DI;;
07/03/2023;9;Faux-plafonds;TZN;TNX;DAF;docs écris;A;FAUX PLAFONDS ETANCHES ACOUSTIQUES EN PLAQUE DE PLATRE.pdf;DI;;
07/03/2023;9;Faux-plafonds;TZN;TNX;DAF;docs écris;A;FAUX PLAFONDS EN PLAQUE DE PLATRE DE HAUTE RESISTANCE AU FEU.pdf;DI;;
07/03/2023;11;Revêtements de sols et murs durs;TZN;TNX;DAF;docs écris;A;SOUS-COUCHE ACOUSTIQUE CHAPE FLOTTANTE KRAIBURG RELASTEC DAMTEC WAVE 3D (fitness).pdf;DI;;
07/03/2023;11;Revêtements de sols et murs durs;TZN;TNX;DAF;docs écris;A;CHAPE DE PROTECTION POUR REVERSIBLE LAFARGE AGILIA CHAPE THERMIC.pdf;DI;;
07/03/2023;5;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;DOUBLAGE INTERIEUR THERMIQUE TYPE LABELROCK.pdf;DI;;
07/03/2023;5;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;DOUBLAGE INTERIEUR THERMIQUE TYPE SIS REVE SI.pdf;DI;;
07/03/2023;5;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;48 PAREMENT DOUBLE PLAQUE CIMENT ALLEGE TYPE AQUAROC 13.pdf;DI;;
07/03/2023;5;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;48 PAREMENT DOUBLE PLAQUE CIMENT ALLEGE TYPE AQUAROC 13.pdf;DI;;
07/03/2023;5;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;CLOISONS D'HABILLAGE DES POTEAUX METALLIQUES PAREMENT STANDARD BA13.pdf;DI;;
07/03/2023;5;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;CLOISONS DE SEPARATION DES GAINES TECHNIQUES CARREAUX DE PLATRE 70 MM.pdf;DI;;
03/03/2023;13;Peinture;TZN;TNX;DAF;docs écris;A;PEINTURE UNIKALO AQUAVEA MAT finition (plafonds plâtre).pdf;DI;;
03/03/2023;11;Revêtements de sols et murs durs;TZN;TNX;DAF;docs écris;A;PROFILES D'ARRET (murs vélos, cuisine, déchets, laverie, entretien).pdf;DI;;
03/03/2023;11;Revêtements de sols et murs durs;TZN;TNX;DAF;docs écris;A;GRES MARAZZI SISTEM C CITTA (murs).pdf;DI;;
28/02/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;DAF;docs écris;A;CLAPET COUPE-FEU.pdf;DI;;
27/02/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;DAF;docs écris;A;FLOCAGE.pdf;DI;;
24/02/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;DAF;docs écris;A;MODULE DE RÉGLAGE.pdf;DI;;
24/02/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;DAF;docs écris;A;GAINES SOUPLES ISOPHONIQUES.pdf;DI;;
24/04/2024;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;B;Trappe de visite sur gaine technique DECOFEU M1 EI30.pdf;DI;;
19/04/2024;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique Laine de roche.pdf;DI;;
18/04/2024;3;Façades;TZN;TNX;DET;docs graphiques;B;T5 - Halle d'entree- Details verticaux et horizontaux.pdf;DI;;
16/04/2024;19;Electricité courants faibles;TZN;R+1;PLN;docs graphiques;C;Plan d'implantation des terminaux SDI - Niveau R+1.pdf;DI;;
20/04/2023;01A;Gros-œuvre;TZN;TNX;NTE;docs écris;A;GLF-EXE-DUM-01A-TNX-TZN-NTE-0007-A - REPERAGE DES ISOLANTS.pdf;;;
15/04/2024;3;Façades;TZN;TNX;NDC;docs écris;A;NDC Acoustique T6-T7.pdf;DI;;
11/04/2024;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique Membrane paravapeur T6.pdf;DI;;
11/04/2024;3;Façades;TZN;TNX;DAF;docs écris;A;Fiche technique Membrane  bitumineuse T6.pdf;DI;;
10/04/2024;3;Façades;TZN;TNX;DET;docs graphiques;B;T4A-T4B - Facade serres- Details verticaux et horizontaux.pdf;DI;;
10/04/2024;3;Façades;TZN;TNX;DET;docs graphiques;B;T8A-T8B - Bardage metallique- Details verticaux et horizontaux.pdf;DI;;
24/11/2023;3;Façades;TZN;TNX;DET;docs graphiques;B;T6 - Verriere de l'atrium- Details verticaux et horizontaux.pdf;;;
18/03/2024;5;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;Caroplatre 7mm.pdf;;;
18/03/2024;5;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;DOUBLAGE COLLE Doublissimmo 80 + 13.pdf;;;
18/03/2024;5;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;DOUBLAGE COLLE Calibel 80 + 13.pdf;;;
06/03/2024;3;Façades;TZN;R+8;PRE;docs graphiques;A;Reservation Charpente Niveau R+8.pdf;;;
18/03/2024;6;Cloisons - Doublages;TZN;TNX;PAQ;docs écris;A;Autocontrole des réservations des portes escaliers .pdf;DI;;
18/03/2024;6;Cloisons - Doublages;TZN;TNX;PAQ;docs écris;A;GLF-EXE-DUM-06-TNX-PAQ-0005-A (Autocontrôles des réservations portes DAS).pdf;DI;;
15/03/2024;9;Faux-plafonds;TZN;SS1;PLN;docs graphiques;B;PLAN DE REPERAGE DU PLAFOND SS1.pdf;DI;;
08/03/2024;6;Cloisons - Doublages;TZN;_;PLN;docs graphiques;C;Tableau de portes Menuiseries Intérieures.pdf;DI;;
04/03/2024;3;Façades;TZN;TNX;MTH;docs écris;B;Rep. Rapport RICT de Socotec rev.01.pdf;DI;;
29/01/2024;3;Façades;TZN;TNX;MTH;docs écris;A;Rep. Rapport RICT de Socotec rev.01.pdf;;;
26/02/2024;3;Façades;TZN;RDC;PRE;docs graphiques;D;Réservations béton RDC.pdf;;;
23/02/2024;3;Façades;TZN;RDC;PRE;docs graphiques;C;Réservations béton RDC.pdf;;;
16/02/2024;3;Façades;TZN;RDC;PRE;docs graphiques;B;Réservations béton RDC.pdf;;;
16/02/2024;3;Façades;TZN;R+8;PRE;docs graphiques;C;Réservations béton R+8.pdf;;;
27/11/2023;3;Façades;TZN;R+2;PRE;docs graphiques;F;Réservations béton R+2.pdf;;;
24/11/2023;3;Façades;TZN;R+2;PRE;docs graphiques;E;Réservations béton R+2.pdf;;;
16/06/2023;3;Façades;TZN;R+2;PRE;docs graphiques;A;Réservations béton R+2.pdf;;;
16/06/2023;3;Façades;TZN;R+4;PRE;docs graphiques;A;Réservations béton R+4.pdf;;;
16/06/2023;3;Façades;TZN;R+5;PRE;docs graphiques;A;Réservations béton R+5.pdf;;;
16/06/2023;3;Façades;TZN;R+6;PRE;docs graphiques;A;Réservations béton R+6.pdf;;;
03/11/2023;4;Nacelle de nettoyage;TZN;TNX;NDC;docs écris;B; DDC.pdf;;;
11/01/2024;15;Plomberie;TZN;TNX;DAF;docs écris;A;Robinetterie locaux techniques et distribution.pdf;DI;;
27/12/2023;3;Façades;TZN;TNX;NDC;docs écris;C;NDC Statique vitrages façades.pdf;;;
12/04/2023;3;Façades;TZN;TNX;NDC;docs écris;A;Descente de charges.pdf;;;
16/06/2023;3;Façades;TZN;R+3;PRE;docs graphiques;A;Réservations béton R+3.pdf;;;
22/11/2023;3;Façades;TZN;TNX;PPR;docs graphiques;A;Carnet de validation prototype VMU2.pdf;DI;;
13/11/2023;19;Electricité courants faibles;TZN;TNX;DAF;docs écris;B;Fiche technique - Indicateur d'action.pdf;DI;;
11/08/2023;3;Façades;TZN;TNX;PPR;docs graphiques;C;Prototype VMU 2 (façades type 6) - Carnet de détails.pdf;;;
07/09/2023;20;Gestion Technique du Bâtiment;TZN;TNX;DAF;docs écris;B;GLF-EXE-CEG-20-TNX-TZN-DAF-0312-B.pdf;DI;;
07/09/2023;20;Gestion Technique du Bâtiment;TZN;TNX;DAF;docs écris;B;GLF-EXE-CEG-20-TNX-TZN-DAF-0311-B.pdf;DI;;
07/09/2023;20;Gestion Technique du Bâtiment;TZN;TNX;DAF;docs écris;B;GLF-EXE-CEG-20-TNX-TZN-DAF-0310-B.pdf;DI;;
07/09/2023;20;Gestion Technique du Bâtiment;TZN;TNX;DAF;docs écris;B;GLF-EXE-CEG-20-TNX-TZN-DAF-0309-B.pdf;DI;;
07/09/2023;20;Gestion Technique du Bâtiment;TZN;TNX;DAF;docs écris;B;GLF-EXE-CEG-20-TNX-TZN-DAF-0308-B.pdf;DI;;
07/09/2023;20;Gestion Technique du Bâtiment;TZN;TNX;DAF;docs écris;B;GLF-EXE-CEG-20-TNX-TZN-DAF-0307-B.pdf;DI;;
07/09/2023;20;Gestion Technique du Bâtiment;TZN;TNX;DAF;docs écris;B;GLF-EXE-CEG-20-TNX-TZN-DAF-0306-B.pdf;DI;;
07/09/2023;20;Gestion Technique du Bâtiment;TZN;TNX;DAF;docs écris;B;GLF-EXE-CEG-20-TNX-TZN-DAF-0305-B.pdf;DI;;
07/09/2023;20;Gestion Technique du Bâtiment;TZN;TNX;DAF;docs écris;B;GLF-EXE-CEG-20-TNX-TZN-DAF-0304-B.pdf;DI;;
07/09/2023;20;Gestion Technique du Bâtiment;TZN;TNX;DAF;docs écris;B;GLF-EXE-CEG-20-TNX-TZN-DAF-0303-B.pdf;DI;;
11/08/2023;3;Façades;TZN;TNX;PPS;docs écris;A;Réponse au rapport RICT de SOCOTEC.pdf;DI;;
17/07/2023;15;Plomberie;TZN;TNX;DAF;docs écris;A;TRAÇAGE ÉLECTRIQUE.pdf;DI;;
29/06/2023;4;Nacelle de nettoyage;TZN;TNX;LDO;docs écris;A;Liste prévisionelle de documents.pdf;DI;;
05/04/2023;3;Façades;TZN;TNX;PPR;docs graphiques;A;Prototype VMU 1 (façades type 1, type 2 + bardage, type 3, type 5) - Carnet de détails.pdf;;;
25/05/2023;3;Façades;TZN;TNX;PPR;docs graphiques;A;Prototype VMU 2 (façades type 5) - Carnet de détails.pdf;;;
23/05/2023;19;Electricité courants faibles;TZN;TNX;DAF;docs écris;A;FICHE TECHNIQUE - DECLENCHEUR MANUEL VERT.pdf;DI;;
23/05/2023;19;Electricité courants faibles;TZN;TNX;DAF;docs écris;A;FICHE TECHNIQUE - BOUTON POUSSOIR NO+NC.pdf;DI;;
22/05/2023;3;Façades;TZN;TNX;LDO;docs écris;A;Liste prévisionelle de documents.xlsx;;;
22/05/2023;3;Façades;TZN;TNX;LDO;docs écris;B;Liste prévisionelle des échantillons.xlsx;DI;;
22/05/2023;3;Façades;TZN;TNX;LDO;docs écris;A;Liste prévisionelle des échantillons.xlsx;;;
10/05/2023;3;Façades;TZN;TNX;MQT;docs graphiques;B;Maquette VMU T2-T6.pdf;;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Centrale frigorifique positive & négative.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Evaporateur.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;"Groupe cellule de refroidissement
Détecteur de CO²
Condenseurs eau de ville et eau glacée.pdf";DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Evaporateur.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Evaporateur.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Evaporateur.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Vitrine réfrigérée murale BOREALE finition noir avec côtes en bois.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Cuiseur à vapeur sèche.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;1.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Vitrine réfrigérée Air System cubique à 3 niveaux 4 GN encastrable.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;"Cuve réfrigérée ""froid ventilé"" encastrable 2 GN.pdf";DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Machine à café Espresso  MODBAR AV Espresso System.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;"Cuve réfrigérée ""froid ventilé"" avec réserve refrigérée 3 GN.pdf";DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Lave vaisselles convoyeur pour casiers série CN Profi.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Desserte 3 portes vitrées - Extérieur tout inox.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Vitrine réfrigérée de présentation Air System à 1 niveau cubique 4 GN.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Desserte 2 portes vitrées - Extérieur tout inox.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;-9°C - Extérieur Inox - 1 porte pleine - 143 Litres.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Vitrine réfrigérée Air System cubique à 3 niveaux 5 GN encastrable.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Dessus chauffant encastrable 2 GN.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Lève assiettes chauffants ø 210 - 260 mm.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;SpeeDelight Panini grill - Presse nervurée automatique flexible.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Etagère murale 4 barres fixation sur consoles inox dimensions 2200 x 400mm.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Module planha Induction 4 zones x 4000W - A poser.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;80 kg.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Meuble de salage neutre sur placard fermé.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Friteuse électrique haut rendement, 1 cuve de 20 litres, relevage automatique.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;"Cuve réfrigérée ""froid statique"" avec réserve refrigérée 5 GN.pdf";DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Hotte de condensation des vapeurs.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;1 - Traversante - Groupe logé R290.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Lave verres PROFI avec osmoseur intégré.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Transrouleur droit.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;200.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Transrouleur droit.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;+10°C - Simple accès - 1 porte.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Meuble neutre avec dosseret à porte coulissantes.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;1 Electrique.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Plan neutre sur placard fermé.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Module 2 foyers induction (2x5kW), sur placard fermé.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Cellule Mixte (75kg refroidissement - 25kg surgélation - 17 niveaux pas de 60mm ou 13 niveaux pas de 75mm** ).pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Armoire suspendue portes coulissantes, dessus penté.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Mitigeur électronique TEMPOMATIC 4, à poser sur plage, à piles.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;h - Casier 600 x 760 mm.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Casier à batterie en tubes soudés 4 niveaux, sur pieds.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;1 - Capacité 600 litres.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Elément neutre, sur placard fermé.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;4 foyers induction de 5kw - Sur placard fermé.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;1 - 80kg en 85min.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Table inox du chef adossée 1 bac 400x400x250 mm à droite.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A; 39 dm² - Sans Soubassement.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Adoucisseur complet pour four à injection directe ou à pression.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;1.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Caniveau de sol inox  télescopique avec platine - Sortie verticale DN 110.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Meuble bas inox à portes coulissantes avec retrait - Sur mesure.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Armoire suspendue portes coulissantes, dessus penté.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Table inox du chef adossée TS15N sur pieds sans robinet avec bac à gauche.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Meuble inox adossée - Dessous 2 portes coulissantes - Avec retrait arrière.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;4 de tour avec bec orientable longueur 200 mm.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Table inox du chef adossée 1 bac 400x400x250 mm à gauche.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Trancheur à courroie, lame diam. 350 mm, ép. de coupe 30 mm.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Cutter Vertical 5.5 litres - 2 vitesses.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;h - 1 vitesse.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Équipement de réduction 10 L pour BE-20.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Batteur mélangeur 20 litres sur pieds.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;4 de tour avec robinet de puisage.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Plonge sur pieds 2 bacs 600 x 500 mm au centre.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Cycle.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;cyle - Mono 230V.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Armoire de stérilisation 15 couteaux, 1 porte, avec barre aimantée et arrêtoir.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Table de deboitage adossee sur-mesure.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Lave Ustensiles.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Rayonnage à plateaux réglables plateaux inox perforés à 4 niveaux dimensions.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Plonge sur pieds 2 bacs 800 x 600 mm.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Caniveau de sol inox  télescopique avec platine - Sortie verticale DN 110.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Chambre froide négative.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;Réglette LED intégrée 18 W avec détecteur - 6000 K - IP 65.pdf;DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;"Porte coulissante pour chambre froide positive
Porte pivotante de passage libre 900 x 1900 mm.pdf";DI;;
03/05/2023;22;Equipements de cuisine;_;_;DAF;docs écris;A;"Chambre froide positive BOF
Chambre froide positive F&L
Chambre froide positive Viandes
Chambre froide positive Produits Finis.pdf";DI;;
