PROJET;PHASE;EMET;LOT;ZONE;NIVEAU;TYPE DE DOCUMENT;3 caractère compris entre 0 & 9;Titre du document;INDICE;Libellé du document;Dernier indice;Date dépôt GED;Date de réception papier;Ajouté par;Chemin vers le fichier;Commentaire libre;Réponse commentaire libre;Date demande visaARC - DTACC;Retard visaARC - DTACC;Date visaARC - DTACC;VisaARC - DTACC;Visa prévuARC - DTACC;Numéro chrono visaARC - DTACC;Numéro interne visaARC - DTACC;Commentaire visaARC - DTACC;Réponse commentaire visaARC - DTACC;Date demande visaBET STR - SCYNA 4;Retard visaBET STR - SCYNA 4;Date visaBET STR - SCYNA 4;VisaBET STR - SCYNA 4;Visa prévuBET STR - SCYNA 4;Numéro chrono visaBET STR - SCYNA 4;Numéro interne visaBET STR - SCYNA 4;Commentaire visaBET STR - SCYNA 4;Réponse commentaire visaBET STR - SCYNA 4;Date demande visaBET Fluide - ATEC;Retard visaBET Fluide - ATEC;Date visaBET Fluide - ATEC;VisaBET Fluide - ATEC;Visa prévuBET Fluide - ATEC;Numéro chrono visaBET Fluide - ATEC;Numéro interne visaBET Fluide - ATEC;Commentaire visaBET Fluide - ATEC;Réponse commentaire visaBET Fluide - ATEC;Date demande visaCoordinateur SSI - EURO COORD;Retard visaCoordinateur SSI - EURO COORD;Date visaCoordinateur SSI - EURO COORD;VisaCoordinateur SSI - EURO COORD;Visa prévuCoordinateur SSI - EURO COORD;Numéro chrono visaCoordinateur SSI - EURO COORD;Numéro interne visaCoordinateur SSI - EURO COORD;Commentaire visaCoordinateur SSI - EURO COORD;Réponse commentaire visaCoordinateur SSI - EURO COORD;Date demande visaACOUSTIQUE - CAP HORN;Retard visaACOUSTIQUE - CAP HORN;Date visaACOUSTIQUE - CAP HORN;VisaACOUSTIQUE - CAP HORN;Visa prévuACOUSTIQUE - CAP HORN;Numéro chrono visaACOUSTIQUE - CAP HORN;Numéro interne visaACOUSTIQUE - CAP HORN;Commentaire visaACOUSTIQUE - CAP HORN;Réponse commentaire visaACOUSTIQUE - CAP HORN;Date demande visaBDC - BTP CONSULTANTS;Retard visaBDC - BTP CONSULTANTS;Date visaBDC - BTP CONSULTANTS;VisaBDC - BTP CONSULTANTS;Visa prévuBDC - BTP CONSULTANTS;Numéro chrono visaBDC - BTP CONSULTANTS;Numéro interne visaBDC - BTP CONSULTANTS;Commentaire visaBDC - BTP CONSULTANTS;Réponse commentaire visaBDC - BTP CONSULTANTS;Date demande visaBET Façade - ROUX INGENIERIE;Retard visaBET Façade - ROUX INGENIERIE;Date visaBET Façade - ROUX INGENIERIE;VisaBET Façade - ROUX INGENIERIE;Visa prévuBET Façade - ROUX INGENIERIE;Numéro chrono visaBET Façade - ROUX INGENIERIE;Numéro interne visaBET Façade - ROUX INGENIERIE;Commentaire visaBET Façade - ROUX INGENIERIE;Réponse commentaire visaBET Façade - ROUX INGENIERIE;Column82;Column83
PECM;EXE;DPR;CFO;TZ;R+1;SCH;20;TD2;A;TD1.2.pdf;DI;08/11/2023;;Romario BANDULA;/01 - DOC EXE/Lot 12 - CFO CFA/Pièces graphiques;;;08/11/2023;;08/11/2023;PI;;;;;;;;;;;;;;;08/11/2023;;17/11/2023;VAO;;56;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;08/11/2023;-75;05/02/2024;F;;174;;;;;;;;;;;;;;
PECM;EXE;DPR;CFO;TZ;R+1;SCH;20;TD2;0;TD1.2.pdf;;05/10/2023;;Romario BANDULA;/01 - DOC EXE/Lot 12 - CFO CFA/Pièces graphiques;;;05/10/2023;-3;23/10/2023;NC;;24;;;;;;;;;;;;;05/10/2023;;12/10/2023;VOB;;25;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;05/10/2023;-10;29/10/2023;F;;63;;;;;;;;;;;;;;
PECM;EXE;DPR;CAR;SAN;R+1;FTP;2;FAÏENCE;A;produit-4533634-sans-prix.pdf;DI;02/11/2023;;Romario BANDULA;/01 - DOC EXE/Lot 16 - Carrelage Faïence/Fiche Technique Produit;;;02/11/2023;;07/11/2023;VAO;;180;;;"Romario BANDULA :
La fiche produit peut être validé car elle est conforme au produit prescrit dans le CCTP, qui reprend le même modèle que les étages précédent. Même marque, bonnes dimensions, teinte blanc brillant.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PECM;EXE;DPR;CAR;SAN;R+1;FTP;0;FAÏENCE;0;produit-4533634-sans-prix.pdf;;15/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 16 - Carrelage Faïence/Fiche Technique Produit;;;15/09/2023;-24;23/10/2023;REF;;96;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/09/2023;-27;27/10/2023;F;;10;;;;;;;;;;;;;;
PECM;EXE;DPR;CFO;BUR;R+1;FTP;8;TD PrismaSet G Active;0;FT Tableaux électriques.pdf;DI;25/10/2023;;Romario BANDULA;/01 - DOC EXE/Lot 12 - CFO CFA/Fiche Technique Produit;;;25/10/2023;;02/11/2023;VSO;;173;;;;;;;;;;;;;25/10/2023;;06/11/2023;VAO;;37;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;25/10/2023;;27/10/2023;F;;37;;;;;;;;;;;;;;
PECM;EXE;DPR;PB;SAN;RDC;PLN;2;Plan de plomberie RDC;0;EXE-CLIM-PLO-C10-TN-PL-00-Plan de plomberie RDC-ind 1.pdf;DI;24/10/2023;;Julien MATHIEU;/01 - DOC EXE/LOT 10 - Plomberie Sanitaire/Pièces graphiques;;;24/10/2023;-1;09/11/2023;VAO;;182;;;;;;;;;;;;;24/10/2023;-6;13/11/2023;VAO;;51;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;24/10/2023;;27/10/2023;H;;20;;;;;;;;;;;;;;
PECM;EXE;DPR;PB;SAN;R+1;PLN;1;Plan de plomberie R+1;0;EXE-CLIM-PLO-C10-TN-PL-00-Plan de plomberie R+1-ind 1.pdf;DI;24/10/2023;;Julien MATHIEU;/01 - DOC EXE/LOT 10 - Plomberie Sanitaire/Pièces graphiques;;;24/10/2023;-1;09/11/2023;VAO;;181;;;;;;;;;;;;;24/10/2023;-6;13/11/2023;VAO;;54;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;24/10/2023;;27/10/2023;H;;21;;;;;;;;;;;;;;
PECM;EXE;DPR;GTB;TZ;R+1;FTP;21;ECY Comm;0;ECY Comm_SP.pdf;DI;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;23/10/2023;;29/10/2023;NC;;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/10/2023;-63;09/01/2024;H;;102;;;;;;;;;;;;;;
PECM;EXE;DPR;GTB;TZ;R+1;FTP;20;EC SMART AIR;0;EC-Smart-Air.pdf;DI;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;23/10/2023;;29/10/2023;VSO;;132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/10/2023;-63;09/01/2024;H;;122;;;;;;;;;;;;;;
PECM;EXE;DPR;GTB;TZ;R+1;FTP;19;Télécommande Sans Fils BLE;0;Télécommande Sans Fils BLE - Allure Uniwave.pdf;DI;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;23/10/2023;;29/10/2023;NC;;133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/10/2023;-63;09/01/2024;H;;121;;;;;;;;;;;;;;
PECM;EXE;DPR;GTB;TZ;R+1;FTP;18;Regulateur VC ECY PTU;0;Regulateur VC ECY PTU.pdf;DI;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;"#1 Kevin GUENOT :
Bonjour,

voici la référence sélectionné ECY-PTU-207";Aucune réponse au commentaire #1;23/10/2023;;29/10/2023;NC;;134;;;;;;;;;;;;;23/10/2023;-6;13/11/2023;VAO;;46;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/10/2023;-63;09/01/2024;H;;120;;;;;;;;;;;;;;
PECM;EXE;DPR;GTB;TZ;R+1;FTP;17;Multi Capteur BLE;0;Multi-Capteur BLE.pdf;DI;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;23/10/2023;;29/10/2023;VSO;;135;;;;;;;;;;;;;23/10/2023;-6;13/11/2023;VSO;;47;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/10/2023;-63;09/01/2024;H;;119;;;;;;;;;;;;;;
PECM;EXE;DPR;GTB;TZ;R+1;FTP;16;Interface Murale;0;Interface Murale - Allure Unitouch.pdf;DI;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;23/10/2023;;29/10/2023;VSO;;136;;;;;;;;;;;;;23/10/2023;-6;13/11/2023;VAO;;48;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/10/2023;-63;09/01/2024;H;;118;;;;;;;;;;;;;;
PECM;EXE;DPR;GTB;TZ;R+1;FTP;15;Extension de gestion d'éclairages DALI;0;Extension de gestion d'éclairages DALI.pdf;DI;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;23/10/2023;;29/10/2023;NC;;137;;;;;;;;;;;;;23/10/2023;-6;13/11/2023;VSO;;49;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/10/2023;-63;09/01/2024;H;;117;;;;;;;;;;;;;;
PECM;EXE;DPR;GTB;TZ;R+1;FTP;14;Extension de gestion de stores;0;Extension de gestion de stores.pdf;DI;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;"#1 Kevin GUENOT :
Vu avec Fiche technique Syb-store ce jour , les stores sont alimenté en 230V, la ref sera donc  ECx-Blind-4-WD ( sortie 230v + connecteur wieland)";Aucune réponse au commentaire #1;23/10/2023;;29/10/2023;NC;;138;;;;;;;;;;;;;23/10/2023;-6;13/11/2023;VAO;;50;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/10/2023;-63;09/01/2024;H;;116;;;;;;;;;;;;;;
PECM;EXE;DPR;GTB;TZ;R+1;FTP;13;Automate Server Modulaire;0;ECY-S1000 - Automate Server Modulaire.pdf;DI;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;23/10/2023;;29/10/2023;NC;;139;;;;;;;;;;;;;23/10/2023;-6;13/11/2023;VAO;;45;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/10/2023;-63;09/01/2024;H;;115;;;;;;;;;;;;;;
PECM;EXE;DPR;PB;SAN;R+1;FTP;18;PORCHER Mitigeur mural OKYRIS 2 CLINIC;0;PORCHER - Mitigeur mural OKYRIS 2 CLINIC.pdf;DI;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/LOT 10 - Plomberie Sanitaire/Fiche Technique Produit;;;23/10/2023;;31/10/2023;REF;;157;;;"Kevin GUENOT :
bonjour,

référence préconisé inconnu (SA-10 REF DAUPHINE 2C H4844AA PIEL FIRSTALBO)

avez vous d'autre information a me transmettre ?";;;;;;;;;;23/10/2023;-21;27/11/2023;VSO;;74;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/10/2023;;27/10/2023;H;;23;;;;;;;;;;;;;;
PECM;EXE;DPR;PB;SAN;R+1;FTP;16;GEBERIT Déversoir mural Publica;0;GEBERIT Déversoir mural Publica.pdf;DI;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/LOT 10 - Plomberie Sanitaire/Fiche Technique Produit;;;23/10/2023;;31/10/2023;VSO;;158;;;;;;;;;;;;;23/10/2023;-21;27/11/2023;VSO;;76;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/10/2023;;27/10/2023;H;;25;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;R+1;NDC;5;01 CARRIER Séléction CVC;0;01 CARRIER Séléction CVC.pdf;DI;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces écrites;;;23/10/2023;;29/10/2023;NC;;146;;;;;;;;;;;;;23/10/2023;;30/10/2023;VSO;;29;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/10/2023;;29/10/2023;H;;74;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;R+1;FTP;12;CARRIER 42NH;0;CARRIER 42NH.pdf;DI;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;23/10/2023;;29/10/2023;VAO;;140;;;;;;;;;;;;;23/10/2023;;30/10/2023;VSO;;28;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/10/2023;-63;09/01/2024;F;;114;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;R+1;FTP;11;CARRIER 42ND539C NCV;0;CARRIER 42ND539C NCV.pdf;DI;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;23/10/2023;;29/10/2023;VAO;;142;;;;;;;;;;;;;23/10/2023;;30/10/2023;VSO;;27;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/10/2023;-63;09/01/2024;F;;113;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;R+1;FTP;10;DYNAFLU Tube multicouches;0;DYNAFLU Tube multicouches.pdf;DI;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;23/10/2023;;29/10/2023;NC;;141;;;;;;;;;;;;;23/10/2023;;30/10/2023;VSO;;36;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/10/2023;-63;09/01/2024;F;;112;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;R+1;FTP;9;DYNAFLU Raccord multicouche a sertir;0;DYNAFLU Raccord multicouche a sertir.pdf;DI;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;23/10/2023;;29/10/2023;NC;;143;;;;;;;;;;;;;23/10/2023;;30/10/2023;VSO;;35;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/10/2023;-63;09/01/2024;H;;111;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;R+1;FTP;8;OVENTROP Cocon QTZ;0;OVENTROP Cocon QTZ.pdf;DI;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;23/10/2023;;29/10/2023;NC;;144;;;;;;;;;;;;;23/10/2023;;30/10/2023;VSO;;34;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/10/2023;-63;09/01/2024;H;;110;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;R+1;FTP;7;KAYMANN ISOLANT SOUPLE;0;KAYMANN ISOLANT SOUPLE.pdf;DI;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;23/10/2023;;29/10/2023;NC;;145;;;;;;;;;;;;;23/10/2023;;30/10/2023;VOB;;33;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/10/2023;-63;09/01/2024;F;;109;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;NDC;2;Bilan thermique;B;EXE-CLIM-CVC-C11-TN-NDC-02-0-Bilan thermique.pdf;DI;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces écrites;;;23/10/2023;;29/10/2023;NC;;148;;;;;;;;;;;;;23/10/2023;;30/10/2023;VSO;;26;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/10/2023;;29/10/2023;H;;73;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;NDC;2;Bilan thermique;A;EXE-CLIM-CVC-C11-TN-NDC-02-0-Bilan thermique.pdf;;18/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces écrites;;;18/09/2023;;;;03/10/2023;;;;;;;;;;;;;;18/09/2023;;26/09/2023;VSO;;6;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;18/09/2023;;;;03/10/2023;;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;NDC;2;Bilan thermique;0;EXE-CLIM-CVC-C11-TN-NDC-02-0-Bilan thermique.pdf;;11/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces écrites;;;11/09/2023;;;;26/09/2023;;;;;;;;;;;;;;11/09/2023;;12/09/2023;VOB;;3;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;11/09/2023;;;;26/09/2023;;;;;;;;;;;;;;;
PECM;EXE;DPR;CFA;TZ;R+1;FTP;7;BOCCI Suspension serie 14 1 D116;0;Type L09 - BOCCI Suspension serie 14.1 D116.pdf;DI;20/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 12 - CFO CFA/Fiche Technique Produit;"#1 Roberto SABELLA :
Couleur: clair;
LED dimmable;
Couleur auvent à choisir - 
échantillon à présenter..";Aucune réponse au commentaire #1;20/10/2023;;02/11/2023;VAO;;172;;;;;;;;;;;;;20/10/2023;-3;06/11/2023;VAO;;38;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;20/10/2023;;27/10/2023;F;;36;;;;;;;;;;;;;;
PECM;EXE;DPR;CFA;TZ;R+1;FTP;6;Clareo  StripLED 14,4W;0;Type L08 - Clareo - StripLED 14,4W.pdf;DI;20/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 12 - CFO CFA/Fiche Technique Produit;"#1 Roberto SABELLA :
sur réserve Bureau de contrôle";Aucune réponse au commentaire #1;20/10/2023;;02/11/2023;VSO;;170;;;;;;;;;;;;;20/10/2023;-3;06/11/2023;REF;;44;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;20/10/2023;;27/10/2023;S;;15;;"Meriem ABDELLAOUI :
Fournir le PV de conformité. Il doit faite référence à la norme NF EN 60 598.";"Julien MATHIEU :
ci-joint le PV
 fr :  
200706 PV Conformité StripLED.pdf";;;;;;;;;;;
PECM;EXE;DPR;CFA;TZ;R+1;FTP;5;Lledo  3652 QS4;0;Type L06 - Lledo - 3652 QS4.pdf;DI;20/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 12 - CFO CFA/Fiche Technique Produit;;;20/10/2023;;02/11/2023;VSO;;169;;;;;;;;;;;;;20/10/2023;-3;06/11/2023;VSO;;43;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;20/10/2023;;27/10/2023;F;;19;;;;;;;;;;;;;;
PECM;EXE;DPR;CFA;TZ;R+1;FTP;4;Lledo  3652_QM4;0;Type L05 - Lledo - 3652_QM4.pdf;DI;20/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 12 - CFO CFA/Fiche Technique Produit;;;20/10/2023;;02/11/2023;VSO;;168;;;;;;;;;;;;;20/10/2023;-3;06/11/2023;VSO;;42;;"Brice SIRJEAN :
cf PJ";"Brice SIRJEAN :
VSO
Annule et remplace VISA N° 0005
 fr :  
ATEC - VISA N° 0006 - LOT CFO CFA - 06 11 23 - 22002.pdf";;;;;;;;;;;;;;;;;;;20/10/2023;;27/10/2023;F;;18;;;;;;;;;;;;;;
PECM;EXE;DPR;CFA;BUR;R+1;FTP;3;Lledo VARIANT 1200x150 + 900x150;0;Type L04 - Lledo - VARIANT 1200x150 + 900x150.pdf;DI;20/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 12 - CFO CFA/Fiche Technique Produit;;;20/10/2023;;02/11/2023;VSO;;167;;;;;;;;;;;;;20/10/2023;-3;06/11/2023;REF;;41;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;20/10/2023;;27/10/2023;F;;17;;;;;;;;;;;;;;
PECM;EXE;DPR;CFA;SAN;R+1;FTP;1;Clareo  StripLED 14,4W;0;Type L03 - Clareo - StripLED 14,4W.pdf;DI;20/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 12 - CFO CFA/Fiche Technique Produit;;;20/10/2023;;02/11/2023;VSO;;171;;;;;;;;;;;;;20/10/2023;-3;06/11/2023;VOB;;40;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;20/10/2023;;27/10/2023;S;;16;;"Meriem ABDELLAOUI :
Fournir le PV de conformité. Il doit faite référence à la norme NF EN 60 598.";"Julien MATHIEU :
ci-joint le PV
 fr :  
200706 PV Conformité StripLED.pdf";;;;;;;;;;;
PECM;EXE;DPR;GO;BUR;R+1;PLN;2;REPRISES STRUCTURELLES PHR+1;0;DC_EXE_GOE_TZ_COF_002_0_Marengo_Coffrage PH1.pdf;DI;19/10/2023;;Romario BANDULA;/01 - DOC EXE/Lot 02 - DEMOLITION GROS OEUVRE/Pièces graphiques;;;19/10/2023;-1;03/11/2023;VOB;;176;;;;;-95;;VAO;;2;01;"Pierre Mary :
A préciser le traitement coupe feu  de ces reprises structurelles";;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/10/2023;-68;09/01/2024;F;;169;;;;;;;;;;;;;;
PECM;EXE;DPR;FP;BUR;R+1;PLN;0;Plan de calepinage faux plancher R+1;B;EXE-BAN-PLT-18-R+1-PLN-0001-0-Plan de calepinage faux plancher R+1.pdf;DI;12/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 18 - Faux plancher/Pièces graphiques;;;12/10/2023;-4;31/10/2023;VAO;;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12/10/2023;;27/10/2023;F;;39;;;;;;;;;;;;;;
PECM;EXE;DPR;FP;BUR;R+1;PLN;0;Plan de calepinage faux plancher R+1;A;EXE-BAN-PLT-18-R+1-PLN-0001-0-Plan de calepinage faux plancher R+1.pdf;;06/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 18 - Faux plancher/Pièces graphiques;;;06/10/2023;;;;21/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;;;;21/10/2023;;;;;;;;;;;;;;;
PECM;EXE;DPR;FP;BUR;R+1;PLN;0;Plan de calepinage faux plancher R+1;0;EXE-BAN-PLT-18-R+1-PLN-0001-0-Plan de calepinage faux plancher R+1.pdf;;04/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 18 - Faux plancher/Pièces graphiques;;;04/10/2023;;;;19/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/10/2023;;04/10/2023;PI;;;;;;;;;;;;;;;;
PECM;EXE;DPR;CLO;TZ;R+1;FTP;7;PRÉGYDRO BA13;0;PRÉGYDRO BA13.pdf;DI;05/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 07 - Cloison Doublage/Fiche Technique Produit;;;05/10/2023;-4;24/10/2023;NC;;114;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence 
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/10/2023;-108;05/02/2024;F;;192;;;;;;;;;;;;;;
PECM;EXE;DPR;CLO;TZ;R+1;FTP;6;FDES plaques de platre_PREGYPLAC BA13 STD et HYDRO;0;FDES plaques de platre_PREGYPLAC BA13 STD et HYDRO.pdf;DI;05/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 07 - Cloison Doublage/Fiche Technique Produit;;;05/10/2023;-4;24/10/2023;NC;;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/10/2023;-108;05/02/2024;H;;187;;;;;;;;;;;;;;
PECM;EXE;DPR;CLO;TZ;R+1;FTP;5;FDES plaques de platre_PREGYPLAC BA13 STD et HYDRO;0;FDES plaques de platre_PREGYPLAC BA13 STD et HYDRO.pdf;DI;05/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 07 - Cloison Doublage/Fiche Technique Produit;;;05/10/2023;-4;24/10/2023;NC;;116;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence 
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/10/2023;-108;05/02/2024;H;;186;;;;;;;;;;;;;;
PECM;EXE;DPR;CLO;TZ;R+1;FTP;4;Plaque de plâtre;0;DOP SI P 004 v1 - plaques de plâtre.pdf;DI;05/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 07 - Cloison Doublage/Fiche Technique Produit;;;05/10/2023;-4;24/10/2023;NC;;117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/10/2023;-108;05/02/2024;F;;191;;;;;;;;;;;;;;
PECM;EXE;DPR;CLO;TZ;R+1;FTP;1;Knauf déclaration des performances;0;25864.pdf;DI;05/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 07 - Cloison Doublage/Fiche Technique Produit;;;05/10/2023;-4;24/10/2023;NC;;119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/10/2023;-108;05/02/2024;F;;185;;;;;;;;;;;;;;
PECM;EXE;DPR;CLO;TZ;R+1;FTP;0;KNAUF Aquapanel;0;25715.pdf;DI;05/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 07 - Cloison Doublage/Fiche Technique Produit;;;05/10/2023;-4;24/10/2023;NC;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/10/2023;-108;05/02/2024;H;;189;;;;;;;;;;;;;;
PECM;EXE;DPR;FP;BUR;R+1;FTP;5;Mise à la terre 5mm²;0;EXE-BAN-PLT-18-R+1-FT-0006-0-Mise à la terre 5mm².pdf;DI;04/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 18 - Faux plancher/Pièces écrites;;;04/10/2023;-5;24/10/2023;NC;;123;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence
Caractéristique technique
Référence article CCTP / Plan

SUR RESERVE VALIDATION ATEC";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/10/2023;-8;27/10/2023;F;;44;;;;;;;;;;;;;;
